Tweet ID,Text,Location
1652183054507556865,"Volviendo del #MastersOfRock reflexiono... me duelen los pies, la espalda, la cintura en -30 y @PaulStanleyLive se colgó de un arnés con sus 71 años, además bancó unas plataformas tremendas y se mandó un show de la re hostia....",Buenos Aires
1650034481519001605,"Qué actriz de la re hostia es mi señora, Julieta Díaz.",Buenos Aires
1647015318231957507,"@PeladodeCronica @GerardoMorales @UCRNacional Si ,no hay q' dinamitar nada .Tenemos q' achicar gastos de la política, echar a los q' no trabajan en el Estado .Modificar las leyes laborales, menos delegados por cantidad de trabajadores. Menos Ministerios. Orden, respeto por la Ley.",Buenos Aires
1655756547073400832,"Y estará en vosotros.18:No os dejaré huérfanos, vendré a vosotros.19: Todavía un poco,y el mundo no me verá más,pero vosotros me veréis, porque yo vivo, vosotros también viviréis. 20:En aquel día vosotros conoceréis que yo estoy en mi Padre,y vosotros en mi,y yo en vosotros.",Buenos Aires
1648649887456587780,"@pa_buga_mi_kuga @larazon_es @visitargentina @FlyWithLEVEL @turismobaok Así es, #Argentina, cautiva irremediablemente, y uno de sus  mayores valores sois vosotros, sus gentes! llevo viviendo en #BuenosAires cerca de 3 meses, y gracias al visado de #nómadadital creado por @MinInteriorAR estaré mucho tiempo más! 
@florcarignanook @AlfredLopezRita",Buenos Aires
1648425121865175040,"Buenas Tardes, mis Hermanos en Cristo, que la Gracia de Dios los Bendiga a todos Vosotros 😇
@penelope_waldo @MoreSotelo @Aleli26281405 https://t.co/5FC8Vle51L",Buenos Aires
1648107313994117121,"Va CV de @GugaLusto 
En un acto de Lealtad a la Patria y al Movimiento (intestinal), brega x un país más justo como quería ese gobierno de la nación de Ali Baba.
Venid y Chupad todos de ellos y que la Democracia sea con vosotros !!!!! https://t.co/YWlQZIbxzb",Buenos Aires
1646627449092943873,"no
no me conformo con tan poco mejor vosotros si
pero yo nunca estuve en ese monto
tonto tan solo escucha lo que canto y te cuento
tan solo deja que te corrija el tiempo 
si as echo mal al menos
sabes
La proxima ves no me defraudes 🤣",Buenos Aires
1645588310482468864,@bdebendecida Vosotros?,Buenos Aires
1645257360775020556,Vosotros no tenéis ni putisima idea,Buenos Aires
1652713905519509506,@santiagojfredes No Santiago! se pueden abrir escuelas hospitales y universidades en los mismos barrios que se construyan como hay en Nordelta! No tendrán que viajar 30 km El proyecto es bueno y resuelve el problema habitacional y es ordenador @JuanGrabois,Buenos Aires
1648997335886618624,"@Sholomit1 @mgorganchian Y así los registros contables e informes necesarios para administrar el imperio comercial se entendían claramente. 
La escuela de hoy día fue creada para proveer elementos funcionales a un gran ordenador capitalista.
La escritura a mano sigue siendo una competencia favorable.",Buenos Aires
1654837576820219905,2023 y estamos viendo cómo un cura le pone una corona a un pibe. Cada día ansío más el advenimiento de Skynet.,Spain
1654607833449525252,@futpicante Eres el mejor del mundo q disculpa guebon antes tiene  q llorar por voz estas ay pibe,Spain
1654252452940529666,"Un flipao, la piba verde que le rechaza, su hermana azul con daddy issues, un tonto, su colega igual de boba, un árbol gymbro, un mapache chetao, un pibe que silba, y un perro soviético, se han encargado de hacerme increíblemente feliz #GuardianesDeLaGalaxia3",Spain
1654199094775107607,"@JM_Bernabe_ El pibe que está en sociales pero su sueño siempre fue ser médico… 

I know your feelings bro 😞",Spain
1651548507919065090,"Y esta es la historia de como el pibe de clase trabajadora le cuenta al empresario que las cosas o cambian, o las cambiamos. https://t.co/Hmr2rxvzxQ",Spain
1651347030063697927,"¿Pibe?
Pone, joder, pone.",Spain
1651346857874931716,"La clase trabajadora pibe su vida en riesgo, cada día, en el tajo, en el transporte público… https://t.co/mbx76LTCuC",Spain
1650749555082776577,El pibe que más dice de baloncesto femenino https://t.co/YmTZAM0ax4,Spain
1650281874009227268,"ojalá pueda ayudar a este pibe. que se quede acá , me da tan buena espina …",Spain
1649695696511959040,"@SoyManya5 No tiene físico para jugar en primera, no jodas. Que pongan a algún pibe de la tercera que corra por lo menos.",Spain
1649204710790889472,"Por el amor de jesus, lo que juega el diablito echeverri. Imparable el pibe.",Spain
1649073958921043969,@IlZqUaDlI @oliverborgess_ @2010MisterChip negro de mierda? JAJAJJAAJ @oliverborgess_ que habla el pibe este ahora?,Spain
1648984850232143873,@trickiteazy Premier no vende un beat si el proyecto o El Mc no le convence. Yo creo que ya se conocían de otra vez y Premier no es bobo. Sabe que ese pibe esta pegado y le interesa. Asi mismito.,Spain
1648424562458263552,No entiendo que partido está viendo Lampard para sacarlo a Enzo. Quiero creer que fue un error del pibe del cartel. Caso contrario es muy pelotudo este pibe,Spain
1648214024843063297,@rebeecaheerrero ¿Cómo? ¿El pibe dormía con su amigo? https://t.co/S7CTKetYG0,Spain
1647848347355566081,@marcosbenito9 Fichar al pibe de rojo! Gran gesto!👏🏻,Spain
1646427829213573120,@YenyGmz Salva? Pero es buen pibe!,Spain
1645483432850472961,@CELHFutbolBase @marodmaria @TorneoOviedoCup @Angelleal81 @CGutierrez954 @sandra_vericat @JovaniRuben @AgusMelo77 @DaniClavel98 @pibe_arb @adriandc_8 @jordiarjona26 Una persona importante e imprescindible en el club.,Spain
1645479282779488284,estoy segurísimo que el pibe no pensaba eso enserio ni de coña https://t.co/RnINSd1PzG,Spain
1645401150177386498,@CELHFutbolBase @TorneoOviedoCup @Angelleal81 @CGutierrez954 @DanieGonzalez21 @DaniClavel98 @adriandc_8 @pibe_arb @LHenJoc @lhesport @JovaniRuben @AlbaGC5 Los equipos del  @CELHFutbolBase siendo protagonistas de uno de los mejores torneos de Semana Santa. Segunda participación y ya pensando en volver a repetir!,Spain
1655711026208284672,Cuando el mardito algoritmo de mi Spotify va a entender que no me gusta una noche en Medellín y tampoco la de hasta abajo la bebe. Pará un poco che,Spain
1654381223827963905,"@crespo212 Tol dia quejandote…. Che pues ponte tu a darle al pico y arregla el puente, y asi lo abrimos jajajajajaajaj",Spain
1653153865988972548,"@nuriamoreiras @CesareoArturo @bngcompostela @mundiario @GorettiSRei @XSanchezBugallo O carallo, sacou + Bugallo en 2 anos q o hipi en 4 e con pandemia. CA fracasou, mal q che pese, q fixeron? A ludoteca abriuna a medias, case non arreglou baches, a avenida de Vilagarcía foi un desastre de obra culpa deles x elexir materiais de merda, grandes contratos caducadas.",Spain
1652394158353530880,@mvbertomeu As árbores porqué non che gustan? Pola folla caduca? Onde os colocarías?,Spain
1652386944368746498,@IvaanBojko Gracias che! Ví a Baez hoy!,Spain
1651880186097303558,Macumbe che volano #amici22 ✨,Spain
1651300696233213974,Che estos se re quejan del calor 🤌🏻🤌🏻jajajajaa,Spain
1649382093086941184,"@che_pirata1963 @SanWicente Las próximas elecciones serán 11 de julio  o 18 de julio , para seguir con Pedro Sanchez como Presidente",Spain
1648248066342879235,@Cherichefff4 Buenos días che,Spain
1647620160449069056,"Che ojo que a River todavía le queda jugar con los de mas arriba en la tabla. CASLA, DyJ, CARC, Talleres y AAAJ.",Spain
1646954926810058754,@valibona44 Eh ma devi considerare che c’ha la faccia a bischero.,Spain
1646650736321740802,Che que fiesta el monumental. No paran de cantar y saltar. No me sorprende igual...,Spain
1646580076031488002,"@PacoHerran Sí, eso está clarísimo, una camiseta del che suele ser puro postureo, sobre todo si es made in china (que de comunismo no tiene nada).",Spain
1646569360981475328,@PacoHerran El comunismo no está en contra de la propiedad privada y menos de la propiedad privada de camisetas. Si la camiseta no se produce con medios privados (sino colectivos tipo cooperativa por ejemplo) no hay ninguna pega en vender camisetas del Che.,Spain
1646279017606021121,Miglior video della serata: io che canto “ti ringrazio mio signore” come coro da stadio 🙏🏼♥️,Spain
1645723282010779649,Che hace 2 días no me anda chat gpt. A alguien mas?,Spain
1645343050565050368,@Cherichefff4 Buenos días che,Spain
1656298698391912455,"@_giulirossi pago mas barato x uno de dos dormitorios, dos baños, cocina separada y cochera en un barrio cheto en MADRID, estamos todos locos.",Spain
1655717976287354886,"@charlatacticape El pecho frió de Yotun se hizo la caca y no quiso enfrentar al gordito que lo increpó ! Jajaja el ídolo de los pavos . . . y el conejo gordo quería compararlo con Jefferson  Farfan , hay que ser recontra pavo monse 🦃",Spain
1654564796270796800,"@Transporte3 Esto se arreglaría haciendo un paro nacional por parte de todos, tanto asalariados como autónomos, a ver si a alguno de los que manda se les acaba la boludez. Que más imprescindible que hacer el boludo en la playa es que las mercancías fluyan.",Spain
1645814101493563392,PEDOFILO @DalaiLama un boludo importante que te enseña a respirar. Boludo importante https://t.co/fmyl4Rtnl3,Spain
1656395375828258819,"Este chabón está buscando cámara me cae para el orto PERO hace rato rato que debo decir que todo lo que me llega de Argentina es muy grasa,muy cachudo antes sabíamos mantener un equilibrio nadie tiene buen gusto parece que lo cobraran en dólares. Se los digo con una mano en el 🩷 https://t.co/SBcZYroZkm",Spain
1655899215476793345,@dariopalacio q es lo q tengo q hacer para q me den el pasaporte Español como a vos? https://t.co/D0GC0DmJ7q,Spain
1655647089781530643,"Orgullo se cidade é sen dereita, sen conservadores casposos, sen rancios machistas que añoran a época de Pajares y Esteso. Orgullo de cidade é mirar por unha Compostela verde, de barrio, de ríos, limpa e non que usa o coche ata para ir de putas que é o que facedes vos, sucios. https://t.co/M469DBxNUo",Spain
1655468593406963712,Vos y que esa mujercita no sabe cuando verse bien? Que indita mas,Spain
1655148552325046276,"En una vino una mina y le dijo a uno de los chicos “vos conocías a Fulanita, no?” (un Tinder con el q no habló nunca más en un año) “Si, por?” “Xq está muy borracha y no puede manejar,te doy las llaves de su moto y ella después las busca” 😏 Él le respondió “No, es un montón”",Spain
1655111964912234499,"Por vos voy por tierra, voy por cielo y voy por mar",Spain
1654891992877334528,"El tipo apuesta a conseguir el mismo laburo y mejor pago en el sector privado, cuando el gobierno suelte el curro de la obra pública y se haga por iniciativa privada. Pero vos apostás a que el pobre vote por lo que lo hizo pobre, cráneo. https://t.co/sdFPrwKCeF",Spain
1654185199096274944,@DiesYo Puede ser que la foto sea chiva y no necesariamente vos (mi pensamiento inseguro),Spain
1654133139030126594,"@silvia_gomeez @backbece Me estoy riendo de vos con mis amigos, mi ciela. Nos gusta ver que la vida siempre puede ser peor. Besote!",Spain
1654119082537484288,@silvia_gomeez @MartaRelat No que te divertía?! Quedaste chiquita en nada. Casi que España aguantó más en el Mundial que vos y eso es mucho decir.,Spain
1654118836709347341,@silvia_gomeez @joselitek Bien por vos!! Próximo paso: entender de qué se trata el fútbol. MUCHO ÁNIMO!,Spain
1653897060112900098,"Tremenda chapa. Un mitin. Non se pode ir de máximo fan e non ter nin puta idea. En canto a vos traballazo, coma sempre. https://t.co/FKTb785tKo",Spain
1653554969017044992,"@ezequielquimer @rosarino1956 @cabjezadetermo @FedeSancci @BercovichPablo @dmvasco @tomascanosa @RomanGuajardoOk @franabra6 @julianphecker @SergioMassa @produccion_arg @fisfeindustria Te estaba respondiendo a vos, aparentemente malinterpreté algo. 🙃",Spain
1653384190598029314,"@dacomesana @CincoDiascom Mano dura!!! Non todo vale polo carto, sintoo capitalistas liberais, pero antes morto que ver a cidade como un parque temático, nunca como Venecia, NUUUNCAAA! @psdegsantiago ou vos explicastes mal ou recuastedes, dureza ante a falta de vivienda pública (tampouco sería a solución)",Spain
1653221705605685249,@AllendeRooh Para vos reinaaaaaaaaaa😘,Spain
1652888214363951106,Fua que ganas de una buena gira con vos reina,Spain
1652879839098028032,"https://t.co/7k5uvI8KlO
Xa están con chorradas, hai cousas mais importantes, ademais, q ruas queredes mudar? Xla de xente que si fixo por Santiago? A esa xente apenas se coñece, so entre vos como non, acaso son mais importantes ca Xelmirez, Victoria Miguez ou Montero Ríos?",Spain
1652828006228869126,"Dixeronme xente de fiar que as enquisas internas do @psdegsantiago danlle a @XSanchezBugallo 7/9 concelleiros, unha baixada enorme!!!
De que vos servíu dedicar millóns e millóns os bastardos explotadores d @CompHosteleria, cambiar d parecer/explicar fatal o tema pisos turísticos?",Spain
1652650520912314371,Cali querido vos sos mi vida...,Spain
